Event ID,Timestamp,Source IP,Destination IP,User Agent,Attack Type,Attack Severity,Data Exfiltrated,Threat Intelligence,Response Action
19047289-e1eb-43f1-9d52-93f27ef549b3,2022-09-04 22:03:31,178.92.136.157,187.213.234.157,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/4.1),DDoS,Low,False,Seven discover effort quickly wall eat.,Eradicated
b31a9678-7465-423a-9de2-b05cf69ac5bb,2022-04-28 07:47:50,119.141.185.119,176.110.155.215,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/3.1),Phishing,Medium,False,Six sit heart actually hand rich.,Contained
f637034c-1597-4cf4-b1f6-3d9efda1a363,2023-03-17 11:27:43,128.173.2.56,133.69.45.14,Mozilla/5.0 (Windows 98; Win 9x 4.90; ast-ES; rv:1.9.0.20) Gecko/2016-07-02 21:03:19 Firefox/3.6.9,Insider Threat,Low,False,Weight everybody range address remember financial role.,Recovered
407deae7-824b-4533-b870-437ea86cb6da,2022-04-26 15:26:46,105.208.219.33,179.28.126.134,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/5.1),Malware,Medium,True,Both deal term might evidence might.,Recovered
a5e96fb6-88ed-4cf4-b96f-b326ffb2c8e5,2023-03-07 06:21:58,113.110.143.175,96.119.80.197,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/9.6t4077.0 Mobile/56E273 Safari/532.1",Phishing,High,False,Her year imagine break world memory.,Blocked
51d32266-a4d3-4482-ae00-ea5a1f73c8ca,2020-01-18 10:14:42,187.134.157.111,186.77.47.64,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/16.0.864.0 Safari/535.2",Ransomware,Medium,False,Conference challenge rest certain hair.,Eradicated
d9ec84cf-49df-4987-ae19-e6d5b9a77da4,2022-07-30 08:18:21,140.118.76.56,160.24.218.21,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_7) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/21.0.816.0 Safari/536.0",Malware,Critical,True,Claim wide firm maybe former.,Contained
0f1bf486-447b-4a9c-aa59-23a71141302a,2020-01-27 21:33:29,164.82.37.104,152.232.46.240,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/532.39.1 (KHTML, like Gecko) Version/4.0.5 Safari/532.39.1",Malware,Medium,False,Room best again cover public total act.,Contained
85667d99-2c95-4079-9f2d-f3e9990e91bc,2022-10-09 05:18:10,147.72.241.124,122.99.127.195,Opera/9.67.(X11; Linux x86_64; hi-IN) Presto/2.9.169 Version/10.00,Phishing,Low,False,Help cup think hit break century two.,Recovered
9d569a5f-445b-493c-a396-be0963d93f39,2020-07-11 21:26:37,175.243.223.1,56.181.8.112,Opera/9.13.(Windows NT 5.2; yue-HK) Presto/2.9.160 Version/10.00,Ransomware,Critical,True,Offer work wrong form.,Blocked
f33f7d29-9a0b-4c9c-86e9-4d0fd0608664,2022-09-30 00:23:08,83.70.21.212,113.212.196.8,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/35.0.811.0 Safari/536.2",Ransomware,Critical,False,Oil heavy throughout.,Contained
04f6e3da-ce72-42ac-b1d9-73470d2c2ccf,2021-10-23 09:04:49,111.234.16.72,7.226.12.32,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.0),Phishing,Critical,False,Discover measure level summer return him relationship large.,Eradicated
4e5384f3-9f03-41aa-8ed2-d92517e86c8d,2022-12-10 14:51:22,38.37.186.53,123.96.217.27,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/51.0.880.0 Safari/532.0",Insider Threat,Low,True,Our bring plan student red.,Recovered
e6e5485c-f1b0-4652-9414-bff1d179d2b4,2022-12-09 09:17:17,60.96.101.251,203.34.66.241,Mozilla/5.0 (Android 8.0.0; Mobile; rv:61.0) Gecko/61.0 Firefox/61.0,Ransomware,Critical,False,Any economic early.,Blocked
7930bfa5-1e70-4da1-9dbd-ef64d57420e9,2022-07-12 02:37:03,140.197.4.188,128.83.24.159,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/37.0.830.0 Mobile/75R453 Safari/534.2",Ransomware,Low,False,Young stuff focus star.,Eradicated
a7b8d450-cd3b-4982-8c0e-6c6c7f596631,2022-03-23 15:44:13,108.31.54.176,70.25.135.120,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; hr-HR) AppleWebKit/531.40.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6531.40.5",Phishing,Low,False,Responsibility stock cultural seven market receive.,Blocked
170b850a-204e-424b-ba8a-9fcd979e2687,2020-08-15 12:26:51,116.84.30.252,15.206.244.172,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_4 rv:3.0; et-EE) AppleWebKit/531.41.5 (KHTML, like Gecko) Version/5.0.4 Safari/531.41.5",Insider Threat,Medium,False,Popular like former trouble another rather blue describe.,Eradicated
d23fb7a7-1ad6-49f4-b9c6-598b30bdec5b,2020-06-03 18:30:09,185.78.1.16,114.74.200.168,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.0),Malware,Critical,False,Trip defense school as first look.,Contained
97612d4e-0b8a-42fe-b553-4729d0ede12f,2020-03-16 00:47:48,130.155.91.121,24.18.253.79,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/535.14.6 (KHTML, like Gecko) Version/4.0 Safari/535.14.6",Insider Threat,High,False,Thank choice guy particular spend participant yourself.,Recovered
0f127f29-9608-4105-964e-b436ccd0b29f,2020-04-08 15:07:35,192.174.241.47,111.2.214.74,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/535.3.3 (KHTML, like Gecko) Version/5.1 Safari/535.3.3",Phishing,High,False,Draw figure beat himself reflect factor.,Contained
0a359fe2-813c-4ef3-8346-462db5cce230,2021-08-06 14:04:04,84.124.161.176,66.65.163.249,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/43.0.897.0 Safari/535.0",Malware,Medium,False,Their series thought subject.,Recovered
ca23cc93-7b03-441b-b00e-73f4efc0cc9d,2023-05-25 21:23:06,89.182.102.214,36.250.202.70,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_4; rv:1.9.2.20) Gecko/2021-02-17 15:24:30 Firefox/3.6.10,DDoS,Critical,False,Attention chair positive especially sure.,Blocked
5cf225e9-ed06-4fd1-b813-a0e8c29b0911,2021-02-21 23:10:17,80.11.46.109,185.49.18.154,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_4 rv:4.0; ce-RU) AppleWebKit/532.44.5 (KHTML, like Gecko) Version/4.1 Safari/532.44.5",Insider Threat,Medium,False,Base last plan lawyer number.,Eradicated
d0ff1b82-5538-4cd9-be63-3cf51208bfca,2021-06-05 11:33:13,28.9.61.209,199.231.68.112,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.1 Safari/534.50.2",Insider Threat,Low,False,Hear both successful eight current market probably Mrs.,Contained
2878855f-021b-4f5e-b805-901c9b6d73e8,2022-08-26 06:59:05,126.87.153.164,103.147.226.179,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3 rv:4.0; bho-IN) AppleWebKit/532.9.2 (KHTML, like Gecko) Version/5.0.4 Safari/532.9.2",Phishing,High,False,Almost reveal building speech community.,Contained
5195e906-aa74-4171-994e-77227516567a,2020-06-14 22:25:14,109.208.41.210,110.170.31.52,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/3.0),Phishing,Critical,False,Beautiful prevent subject method hundred produce.,Contained
ed8286b9-ed6e-40fe-81db-439bf810fae3,2023-07-25 01:21:41,181.207.34.3,68.134.140.64,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_9; rv:1.9.3.20) Gecko/2022-03-14 11:46:26 Firefox/3.6.2,Malware,Low,False,Project institution quite wide.,Contained
f513a5cc-990c-4a3f-8b81-14279fca6bb4,2020-04-28 19:05:46,129.114.210.198,8.36.226.248,Opera/9.68.(Windows 95; ia-FR) Presto/2.9.180 Version/10.00,Malware,Critical,True,Whole down usually understand.,Eradicated
d8494b2d-ca75-413b-b715-55807ab12641,2022-03-07 21:04:58,122.121.186.10,208.111.134.55,Opera/8.46.(X11; Linux i686; tt-RU) Presto/2.9.165 Version/10.00,Ransomware,Critical,False,Century commercial around by.,Eradicated
0f22b342-2287-4cc8-9005-9ca804908e26,2020-05-17 12:25:27,188.136.188.32,139.114.18.165,Opera/8.16.(X11; Linux i686; lb-LU) Presto/2.9.189 Version/10.00,Phishing,Critical,True,Win huge agent this who knowledge black leave.,Eradicated
0be72217-c87c-4d27-8166-0e72cce1ab90,2022-12-11 19:11:31,177.183.158.215,62.65.36.183,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2023-04-28 14:43:50 Firefox/3.6.10,Malware,High,False,Morning table leader rock cover student.,Eradicated
ae06a2ce-bfee-4c79-a126-56a97a35fd1c,2020-02-13 11:43:06,107.96.178.181,23.83.187.78,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/4.0),Phishing,Low,False,He break study baby article phone thing.,Recovered
5951f75e-d7d5-400d-af79-4f7aa3b355cc,2020-09-02 22:35:53,195.44.122.140,7.7.154.45,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/46.0.841.0 Safari/532.1",Ransomware,High,False,Seven side claim state life ever news.,Blocked
dc4a3741-fe12-406a-9813-981259ee6727,2022-11-09 18:14:45,124.188.32.144,220.170.135.253,Mozilla/5.0 (Windows NT 5.2; af-ZA; rv:1.9.2.20) Gecko/2019-08-15 22:53:36 Firefox/3.8,Malware,Critical,False,Business answer pattern look.,Blocked
ac44bfd3-71c5-4b47-b7bd-df2c3e087e05,2023-12-24 15:12:34,81.159.124.63,89.218.125.51,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/4.0),Phishing,Critical,False,Yes ability prepare despite.,Eradicated
8e2769be-a16b-43f2-83ba-85b05a443284,2022-05-20 01:56:37,66.73.58.187,41.65.104.23,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_0; rv:1.9.2.20) Gecko/2010-06-08 20:55:21 Firefox/3.8,Malware,Critical,False,Stuff serious current physical.,Contained
1ee79166-e18e-4702-a5ae-510ecfefd2fb,2020-07-15 01:53:23,44.184.88.84,142.58.108.230,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_9 rv:2.0; wal-ET) AppleWebKit/531.43.1 (KHTML, like Gecko) Version/4.0.1 Safari/531.43.1",Malware,High,True,Agent daughter few thank fall model.,Contained
1b87bdae-ee29-4e2e-bf83-946cfe72b691,2021-10-19 00:33:46,211.21.7.4,203.173.217.96,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; wae-CH) AppleWebKit/532.14.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6532.14.3",Insider Threat,Critical,False,Hundred water leave blood.,Blocked
5672909c-c2a8-4728-b116-94c175f97170,2022-11-22 22:34:35,89.140.111.175,196.169.91.222,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/3.1),DDoS,High,False,Race relationship eight.,Recovered
7c9138a3-4813-4a02-a0b4-3b021e8ff2b5,2020-05-29 04:49:42,169.51.9.22,24.9.50.10,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/13.5w1999.0 Mobile/14W558 Safari/535.2",Insider Threat,High,False,Teacher consider west information.,Blocked
b2deb13c-454e-4044-abab-2e19acd6fc81,2021-06-10 17:40:39,16.143.66.45,203.74.173.216,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_3) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/43.0.815.0 Safari/531.2",Insider Threat,Critical,False,Everybody water sure above.,Eradicated
20816b84-38a6-4981-aa5d-1d2371f31a6f,2021-08-15 03:40:56,75.155.114.74,112.157.106.133,Opera/9.33.(X11; Linux x86_64; an-ES) Presto/2.9.176 Version/10.00,DDoS,Low,False,East per real skill follow beautiful.,Blocked
77bf8091-10fb-4cc2-8217-412e4091808a,2020-01-10 19:58:28,13.223.11.192,188.93.49.146,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.1),Malware,Medium,False,Idea consumer commercial speak form.,Blocked
6bacb407-29ea-405a-bc19-f3a88de4d8b4,2023-09-03 19:26:44,171.4.204.99,102.20.29.127,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/533.34.7 (KHTML, like Gecko) Version/5.0.3 Safari/533.34.7",Malware,Critical,False,Popular kid federal.,Blocked
6eb36a14-efbd-4b9b-9d20-80869b35733a,2023-11-17 02:50:12,17.6.15.8,91.145.123.183,"Mozilla/5.0 (Linux; Android 2.3.1) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/44.0.838.0 Safari/531.0",Malware,Medium,False,Child power another sign.,Eradicated
0ee54711-5685-413a-af5a-b1d4ba5ee98c,2023-01-08 19:56:43,186.204.37.25,197.28.219.105,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_9) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/49.0.851.0 Safari/535.2",DDoS,Critical,False,Student focus court dark at.,Blocked
acfbf187-cbc4-472d-833c-a4a7ebf714e5,2023-11-18 07:33:51,153.242.13.134,58.12.158.207,Opera/9.96.(Windows NT 5.1; nhn-MX) Presto/2.9.167 Version/11.00,Insider Threat,High,False,Main decision mouth artist phone music might.,Blocked
ccad3827-852c-4443-b445-3dd326465aaa,2021-08-17 10:42:31,59.115.22.21,171.229.241.250,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2012-07-19 20:38:08 Firefox/10.0,Insider Threat,Medium,False,Floor compare evening.,Recovered
f6d1b92f-ae38-4408-a001-05445c1d7878,2023-07-06 16:19:50,107.83.154.224,176.216.92.202,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/535.21.6 (KHTML, like Gecko) Version/5.0 Safari/535.21.6",Phishing,Low,False,Ability model test doctor institution.,Eradicated
8a8e779d-41c3-4262-8f7f-1f63f8807084,2020-05-14 15:57:46,9.22.0.73,126.213.33.125,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/4.0),Insider Threat,Critical,False,Local house open attack science.,Eradicated
ba5f683d-b344-47e8-82a3-b9ea0acbf64a,2020-05-20 16:27:49,132.248.147.78,65.5.232.112,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; nl-BE) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6533.18.1",Insider Threat,High,False,Run try fund onto decade minute.,Recovered
962e61f4-4a9e-4948-9cb2-03411a9de195,2020-03-21 14:20:20,116.99.242.222,144.12.124.96,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/4.0),Malware,Medium,False,Herself oil type reason.,Contained
85a8df7c-cd1e-4b6a-b211-d274048c5e22,2023-08-22 18:45:52,27.137.19.111,18.227.9.55,Opera/8.28.(Windows NT 5.2; sk-SK) Presto/2.9.186 Version/12.00,Malware,Low,False,Operation her treatment employee.,Eradicated
cee47fd5-996f-4a5c-8a05-cceb5bed2372,2023-08-07 14:42:13,70.161.225.22,186.238.63.104,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.0),Ransomware,High,False,Practice prepare bed find professional in value.,Eradicated
354c5a58-129f-4ebc-acb6-9b4390155e72,2021-12-08 07:13:01,70.153.151.126,189.87.143.115,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/4.1),Malware,Medium,False,Up note computer trouble mission.,Blocked
1ed8d79c-e0f8-47b8-a1ea-67b6fe6e396b,2020-10-29 18:09:00,158.41.133.168,207.30.69.8,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/5.1),Phishing,Low,False,Leg concern record experience south important.,Blocked
8cb9887f-0639-4680-b229-0a873e1ec0b7,2021-10-25 09:16:42,63.14.123.159,40.61.78.14,"Mozilla/5.0 (Linux; Android 4.0.4) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/23.0.858.0 Safari/535.0",Phishing,Medium,False,Million discover surface town soon.,Eradicated
0ef1c8d4-69a2-4f75-b219-5c82bf875c3b,2022-06-18 08:34:43,89.24.57.216,25.114.248.119,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/3.1),Ransomware,Low,False,Fill situation piece western no.,Blocked
0cb1559d-6ed8-4b8c-8793-f37f61703027,2023-08-05 06:19:19,124.108.90.246,171.42.254.57,Opera/9.47.(X11; Linux i686; ha-NG) Presto/2.9.171 Version/10.00,Malware,Low,False,Action catch understand face.,Eradicated
211559b7-f60e-4421-b42f-0081a2c08f36,2023-09-07 16:58:33,222.220.232.46,85.174.30.179,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/55.0.873.0 Safari/536.1",DDoS,Medium,False,Contain accept draw parent less safe push.,Recovered
9e6ede17-5d7f-4765-8d80-d28ffc7ad765,2020-05-23 21:28:51,187.197.11.149,171.199.38.79,Mozilla/5.0 (Android 7.1.2; Mobile; rv:39.0) Gecko/39.0 Firefox/39.0,Phishing,Critical,False,By fact trial attack almost affect level.,Blocked
374c93ed-0300-47fb-8278-e01369f94d51,2020-06-17 11:28:18,120.200.124.192,8.20.171.28,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/3.0),Malware,Medium,False,Dream school modern despite.,Blocked
bf57968f-6caf-4f91-abc4-ff8dab019283,2021-02-19 00:39:55,123.223.216.195,221.14.96.4,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/5.1),Ransomware,Low,False,Tax performance year drug order spend.,Recovered
dfe969e2-0aa6-40bd-baa5-59261ac671a7,2021-04-28 01:23:52,170.211.22.68,112.203.176.151,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4; rv:1.9.2.20) Gecko/2018-10-07 14:34:53 Firefox/3.6.5,Malware,High,True,Near of fight.,Recovered
6d4ce1d0-32bf-43e7-a6a7-5f451e3e523a,2023-10-29 01:09:12,221.84.123.66,152.194.191.219,Mozilla/5.0 (Windows 98; Win 9x 4.90; bs-BA; rv:1.9.1.20) Gecko/2010-03-30 20:11:59 Firefox/3.8,DDoS,High,False,End charge simply themselves scene peace.,Recovered
4b6efc91-2dce-4f9d-a89d-e650ac2d585c,2023-01-24 01:47:03,56.3.110.33,205.231.218.180,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/4.0),Ransomware,High,False,Pay movement pay check crime.,Blocked
14fb0c5e-2fef-4d90-9ee7-135a16ab46b1,2022-09-07 15:50:48,14.252.132.103,34.216.216.179,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/4.0),Insider Threat,High,False,Finish career per establish history safe benefit.,Eradicated
9286571f-d510-4078-80d2-21e7db906247,2023-05-21 23:41:45,207.135.133.169,193.101.101.249,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_3 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/18.0.854.0 Mobile/26M898 Safari/532.1",Malware,Medium,False,Pay sister who certain.,Blocked
2845a846-bf99-4fd7-8cd9-94f79b9649b7,2021-12-06 19:08:03,223.131.106.75,143.93.2.53,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_6) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/48.0.843.0 Safari/536.1",DDoS,High,False,Executive over state director.,Blocked
3afcb419-646d-4699-ab57-c474b36c8b88,2023-07-31 19:12:05,209.167.84.90,179.25.221.148,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_5 rv:2.0; ku-TR) AppleWebKit/534.42.7 (KHTML, like Gecko) Version/5.0 Safari/534.42.7",Insider Threat,Medium,False,Phone issue system expect sign.,Recovered
35342276-8f4c-4c73-a037-78286f60e06f,2021-09-26 23:06:34,37.89.31.2,20.191.144.187,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/11.3c0998.0 Mobile/66H410 Safari/534.1",DDoS,High,False,Office health call subject.,Recovered
cc9a9699-02db-4bab-bb49-78c816d0ec38,2023-04-30 17:06:48,109.186.100.139,76.44.74.64,Opera/9.18.(X11; Linux x86_64; nl-AW) Presto/2.9.163 Version/12.00,Ransomware,Medium,False,Fall standard citizen.,Recovered
8d8b9a30-f7e0-4d89-949c-fff0363c6c34,2023-07-14 11:21:22,171.162.161.120,1.102.78.179,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; pa-PK) AppleWebKit/534.9.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6534.9.1",DDoS,Critical,False,Others bit next tonight article yet wonder.,Contained
f3b7c1e5-2e0c-45e5-91f1-97f143511808,2023-10-07 19:15:19,92.118.11.255,65.44.202.217,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2011-07-03 16:38:21 Firefox/9.0,Malware,Low,False,Site security last subject.,Blocked
e5264290-1738-45fb-9e56-b7faf3c2b652,2023-03-16 14:15:07,59.156.35.6,91.138.62.48,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/5.1),Insider Threat,Low,False,Maintain pressure serious newspaper argue herself.,Blocked
2b7d1408-5122-4910-bfdd-33eb933ce6be,2020-03-22 01:32:54,27.157.3.156,6.25.7.89,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2010-05-16 16:39:48 Firefox/3.8,Insider Threat,High,False,Discuss scientist argue suffer manage.,Contained
fa8bf4cc-9d7c-4a69-8b5b-aa7660a694bd,2020-11-01 12:53:39,206.224.73.191,11.222.35.202,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/35.0.814.0 Safari/532.1",Phishing,Critical,False,Practice hair card direction.,Recovered
c043459b-1ce3-4d37-a767-f9608df36ff5,2022-04-29 11:38:24,36.119.145.175,151.24.123.140,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; nds-NL) AppleWebKit/531.5.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6531.5.1",DDoS,Medium,False,Suffer four cut man health option thus nor.,Contained
abd6b7e3-7409-4033-94f6-feb128aa17ff,2021-06-25 13:30:08,158.110.205.32,112.38.35.240,Opera/9.55.(Windows NT 5.0; ff-SN) Presto/2.9.161 Version/11.00,DDoS,Low,False,So off behavior take.,Eradicated
987103da-783c-4f14-822f-760527fbea69,2024-01-19 18:54:18,102.55.10.93,19.185.227.179,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_3; rv:1.9.3.20) Gecko/2013-08-12 17:35:28 Firefox/12.0,Ransomware,High,True,Detail Democrat investment involve.,Recovered
7b6432e7-1e05-454d-b217-dc3011624143,2023-12-20 16:06:30,169.30.105.224,101.85.129.36,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/4.0),Ransomware,Critical,False,There relate pass indeed response machine crime a.,Eradicated
b4b88553-1835-4d68-8a52-a671ca5a0769,2020-12-02 18:36:15,59.223.31.191,185.63.95.168,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.37.2 (KHTML, like Gecko) Version/4.1 Safari/534.37.2",Malware,High,True,Pressure consumer hour section business option already.,Blocked
a44e40c9-2115-4336-9bc7-dd8251609350,2021-03-29 13:27:50,198.182.96.61,108.12.15.66,Opera/9.18.(Windows NT 5.01; ht-HT) Presto/2.9.188 Version/11.00,Insider Threat,High,False,Garden staff party them since.,Recovered
1e571b58-ed96-4633-a2e4-b4cc0fc7c79d,2022-01-28 19:40:43,219.142.18.31,187.93.158.29,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/535.10.7 (KHTML, like Gecko) Version/5.0.5 Safari/535.10.7",DDoS,High,False,Plant accept buy Mrs.,Recovered
10038c69-c7d9-4b03-a030-7c8a2eba08d7,2023-11-10 11:32:34,63.94.194.210,174.127.254.215,"Mozilla/5.0 (Linux; Android 2.3) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/49.0.877.0 Safari/534.0",Malware,High,False,Less usually huge.,Eradicated
508f450d-b5f9-4d59-adbd-4a73c161da1c,2022-05-25 00:48:22,162.219.3.120,58.246.62.42,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; it-CH) AppleWebKit/534.50.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6534.50.6",Phishing,High,False,Coach wonder some.,Eradicated
cb951ec6-43a2-4f84-9515-5b0f669ba46b,2021-12-19 11:25:36,164.254.104.104,7.236.137.169,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.1),Phishing,High,False,Least network forward whether.,Blocked
542c5fb3-a141-4c74-b197-0f7e38b56673,2022-04-05 19:00:51,102.249.253.124,196.191.70.166,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/531.6.6 (KHTML, like Gecko) Version/5.0.3 Safari/531.6.6",Insider Threat,High,False,Perform power religious.,Blocked
10f9c545-45f7-46cd-8279-06bf43a25d8d,2023-12-01 16:52:18,79.35.51.191,209.31.127.162,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/18.0.836.0 Safari/531.0",Malware,High,False,Thank carry artist one production.,Contained
a921e144-d1f0-4fca-9b8e-a7ca6eb0567d,2023-04-03 22:39:56,216.143.101.252,221.199.74.173,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/13.9q2922.0 Mobile/67F987 Safari/532.2",DDoS,High,False,Board discussion drive amount.,Blocked
c0183102-d432-4660-ad0c-45a6d41d0cc1,2020-10-21 02:03:35,180.73.36.197,59.67.111.161,"Mozilla/5.0 (Linux; Android 2.3.1) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/23.0.812.0 Safari/533.1",Insider Threat,Critical,False,Shake whom from miss gun.,Eradicated
149073c9-1cbb-4c6e-b83e-fa7e9bb45c4a,2024-01-21 02:02:11,180.96.153.241,43.87.91.18,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/532.50.3 (KHTML, like Gecko) Version/4.0.3 Safari/532.50.3",Phishing,Low,False,All important answer.,Eradicated
868416e5-a04f-43a5-a820-4435befa435b,2021-10-25 18:42:47,222.37.31.192,194.131.188.188,Opera/8.21.(X11; Linux x86_64; ur-PK) Presto/2.9.179 Version/12.00,Insider Threat,Critical,False,Civil blood bring break memory.,Recovered
a1a20e26-4b11-4b0b-a196-e964e6e0c01b,2020-01-06 23:27:56,175.133.216.228,134.103.174.3,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ta-LK) AppleWebKit/533.42.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6533.42.3",Malware,Low,False,Large than fire old but meeting.,Contained
